student_id,roll_no,department,semester,attendance_percentage,current_cgpa,previous_cgpa,cgpa_trend,backlogs,internal_marks,assignment_score,credits_completed,event_participation,internship_status,skill_score,placement_status,at_risk,risk_probability_ground_truth
STU-3567,22EC967,ECE,8,80.0,8.36,7.95,improving,0,85.9,80.3,166,48.8,,71.4,Placed,0,0.074
STU-3047,25IT447,IT,1,88.0,7.53,6.92,improving,0,79.8,95.2,22,98.0,Ongoing,78.1,Not Eligible,0,0.139
STU-2158,23IT458,IT,5,84.4,8.2,7.63,improving,0,90.7,86.0,101,63.2,Ongoing,57.1,Eligible,0,0.143
STU-1322,25CS522,CSE,2,79.8,7.4,7.13,improving,0,80.2,84.6,43,71.8,,90.7,Not Eligible,0,0.08
STU-2997,25IT397,IT,2,76.1,8.8,8.92,stable,0,87.7,76.3,42,79.2,,98.0,Not Eligible,0,0.099
STU-6723,24ME523,Mechanical,3,87.6,8.29,8.44,declining,0,90.2,91.2,63,52.8,,79.1,Not Eligible,0,0.076
STU-4410,23EC910,ECE,6,75.6,8.02,7.73,improving,0,80.4,76.9,127,41.6,,70.2,Eligible,0,0.1
STU-7346,23ME246,Mechanical,5,77.7,7.36,7.43,stable,0,62.1,85.6,103,39.0,,59.2,Eligible,0,0.081
STU-7837,24CI737,Civil,3,80.8,7.44,8.0,declining,0,70.6,79.7,64,27.4,,81.6,Not Eligible,0,0.255
STU-3867,22EC367,ECE,7,88.5,6.97,7.38,declining,0,71.1,82.1,145,66.9,Completed,67.2,In Process,0,0.172
STU-1804,24CS104,CSE,3,88.4,7.12,6.87,improving,0,70.3,88.5,63,79.8,,75.5,Not Eligible,0,0.085
STU-7870,23CI770,Civil,5,74.7,6.03,5.61,improving,0,58.3,78.6,105,61.5,,55.3,In Process,0,0.132
STU-1852,22CS152,CSE,7,97.5,8.07,8.25,declining,0,73.6,98.1,149,32.4,Completed,62.6,Placed,0,0.096
STU-5057,23EC657,ECE,6,85.5,7.43,7.47,stable,0,70.9,94.3,126,98.0,Completed,77.8,Eligible,0,0.064
STU-0050,25CS150,CSE,2,91.4,7.91,8.07,declining,0,79.6,90.8,40,66.5,,83.4,Not Eligible,0,0.111
STU-6657,23ME457,Mechanical,6,83.4,7.92,7.88,stable,0,83.3,90.3,122,51.6,Completed,74.6,Eligible,0,0.105
STU-8046,23CI946,Civil,6,82.3,6.6,5.87,improving,0,59.4,88.6,128,70.9,Ongoing,63.5,Eligible,0,0.057
STU-1523,24CS723,CSE,3,83.0,8.95,9.12,declining,0,90.1,82.5,61,60.3,,98.0,Not Eligible,0,0.073
STU-7438,24ME338,Mechanical,3,68.3,8.41,8.28,stable,0,80.4,70.8,64,39.0,,73.1,Not Eligible,0,0.134
STU-8263,23CI263,Civil,5,84.9,8.23,8.42,declining,0,77.2,83.3,105,23.9,Ongoing,64.3,Eligible,0,0.161
STU-3234,23IT634,IT,5,77.3,8.89,9.3,declining,0,82.7,75.7,101,65.1,Completed,81.1,Eligible,0,0.183
STU-0699,25CS799,CSE,2,91.6,9.15,9.38,declining,0,90.7,100.0,42,58.7,,93.1,Not Eligible,0,0.106
STU-7162,22ME962,Mechanical,8,68.1,7.09,7.24,declining,0,68.4,65.4,169,83.8,Completed,76.7,Placed,0,0.228
STU-2890,25IT290,IT,1,75.8,6.62,6.59,stable,0,67.2,68.8,19,65.6,,70.6,Not Eligible,0,0.05
STU-0264,24CS364,CSE,4,82.7,7.72,7.8,stable,0,87.6,83.5,86,77.6,,86.5,Not Eligible,0,0.072
STU-5073,25EC673,ECE,2,87.3,7.15,6.93,improving,0,61.4,82.5,44,74.2,Ongoing,51.7,Not Eligible,0,0.034
STU-6995,22ME795,Mechanical,7,72.3,8.69,8.44,improving,0,89.6,65.2,149,53.0,Completed,75.7,Not Eligible,0,0.174
STU-5128,23EC728,ECE,5,79.9,7.91,7.97,stable,0,76.4,74.0,101,91.6,Completed,69.6,Eligible,0,0.081
STU-8315,24CI315,Civil,3,77.8,7.93,8.01,stable,0,74.6,75.0,59,52.1,,90.9,Not Eligible,0,0.183
STU-5863,22EE563,EEE,8,73.4,7.53,7.75,declining,0,73.5,65.8,169,98.0,Ongoing,69.6,Placed,0,0.088
STU-3978,22EC478,ECE,7,98.0,6.55,6.55,stable,0,62.0,94.5,145,66.9,,63.8,Not Eligible,0,0.133
STU-8041,24CI941,Civil,4,83.4,7.54,7.05,improving,0,78.6,87.7,84,61.2,,71.7,Not Eligible,0,0.097
STU-2698,24IT998,IT,3,80.5,8.78,8.96,declining,0,89.0,78.4,63,61.1,,78.9,Not Eligible,0,0.111
STU-3052,23IT452,IT,5,73.3,7.86,7.5,improving,0,75.2,76.5,105,25.7,Completed,84.0,Eligible,0,0.118
STU-0955,24CS155,CSE,4,93.7,8.67,8.28,improving,0,91.7,87.6,84,43.2,,76.9,Not Eligible,0,0.054
STU-4018,24EC518,ECE,4,79.0,6.86,6.99,stable,0,75.2,77.9,86,53.5,,67.5,Not Eligible,0,0.194
STU-2506,22IT806,IT,7,76.0,7.92,8.34,declining,0,69.8,68.5,149,22.1,Completed,69.9,Placed,0,0.352
STU-4772,22EC372,ECE,8,93.3,6.64,6.76,stable,2,71.5,81.7,161,35.3,Ongoing,55.8,Not Eligible,0,0.39
STU-4873,23EC473,ECE,5,94.9,8.24,8.57,declining,0,76.5,96.8,105,44.9,Ongoing,86.7,Eligible,0,0.166
STU-1440,23CS640,CSE,6,99.0,9.21,8.48,improving,0,86.5,88.2,122,86.3,Ongoing,89.4,Eligible,0,0.06
STU-0030,25CS130,CSE,1,94.2,9.13,9.05,stable,0,95.0,85.2,19,82.7,,96.5,Not Eligible,0,0.119
STU-2827,22IT227,IT,8,92.2,8.15,8.13,stable,0,80.0,91.6,170,41.7,,98.0,Placed,0,0.071
STU-0253,22CS353,CSE,7,83.7,7.11,7.07,stable,0,69.8,81.4,149,42.5,Completed,70.9,Placed,0,0.129
STU-7641,25CI541,Civil,1,68.1,7.48,7.85,declining,0,70.3,59.4,18,53.0,,75.9,Not Eligible,0,0.293
STU-2575,24IT875,IT,3,88.6,7.84,7.29,improving,2,72.4,95.2,57,74.5,Ongoing,68.0,Not Eligible,0,0.198
STU-0441,25CS541,CSE,1,96.4,8.69,8.52,improving,0,89.0,89.6,22,66.8,,87.1,Not Eligible,0,0.089
STU-5827,25EE527,EEE,2,77.6,6.59,7.51,declining,0,55.1,78.6,43,48.4,,49.1,Not Eligible,0,0.308
STU-1535,24CS735,CSE,4,80.2,7.77,7.4,improving,0,79.5,76.4,86,56.2,,93.7,Not Eligible,0,0.09
STU-5516,23EE216,EEE,6,77.5,7.3,6.72,improving,0,75.0,77.5,122,66.9,Completed,56.7,Eligible,0,0.085
STU-1369,25CS569,CSE,2,91.1,6.53,6.33,improving,0,61.5,79.7,44,48.3,,59.0,Not Eligible,0,0.092
STU-1271,23CS471,CSE,6,84.9,8.02,7.88,stable,0,83.4,93.1,124,31.2,Ongoing,92.4,Eligible,0,0.093
STU-0447,22CS547,CSE,8,79.8,7.38,7.52,stable,0,63.5,75.2,168,86.6,Ongoing,60.8,In Process,0,0.065
STU-2282,24IT582,IT,3,67.3,8.23,8.02,improving,0,87.5,66.8,59,69.9,,97.9,Not Eligible,0,0.224
STU-0888,25CS988,CSE,2,78.9,7.86,7.62,improving,0,81.1,78.7,42,98.0,,79.7,Not Eligible,0,0.119
STU-5263,24EE863,EEE,4,68.6,6.54,6.37,improving,1,72.4,67.7,82,79.7,Ongoing,60.4,Not Eligible,0,0.345
STU-2663,22IT963,IT,7,81.9,8.41,8.33,stable,0,84.8,89.4,145,36.5,Completed,59.3,Placed,0,0.119
STU-7871,22CI771,Civil,8,87.3,7.28,6.75,improving,0,71.0,88.2,164,57.8,Ongoing,77.8,In Process,0,0.07
STU-0115,23CS215,CSE,5,73.0,8.16,7.64,improving,0,77.2,68.5,103,65.6,Completed,88.3,Eligible,0,0.106
STU-8337,25CI337,Civil,1,81.4,7.65,7.68,stable,0,66.7,84.0,22,75.0,,75.2,Not Eligible,0,0.085
STU-2215,23IT515,IT,6,67.1,8.12,8.09,stable,0,87.0,62.7,126,82.2,Completed,81.8,Eligible,0,0.167
STU-2021,22CS321,CSE,8,77.9,8.18,8.16,stable,0,78.1,79.4,166,62.6,Completed,73.2,Placed,0,0.11
STU-7625,22CI525,Civil,8,74.7,7.53,7.63,stable,3,77.6,72.8,154,75.4,,77.6,Placed,1,0.7
STU-4552,24EC152,ECE,3,97.6,7.99,7.45,improving,0,88.6,99.1,64,69.7,Ongoing,54.3,Not Eligible,0,0.067
STU-6580,23ME380,Mechanical,5,90.9,8.56,8.09,improving,0,92.0,100.0,106,49.9,,77.0,Eligible,0,0.128
STU-4485,23EC985,ECE,6,96.9,7.5,7.78,declining,0,69.2,95.7,127,76.9,,90.9,Eligible,0,0.087
STU-5522,23EE222,EEE,6,82.5,6.92,7.03,stable,0,72.1,79.1,127,22.4,,55.4,Eligible,0,0.219
STU-3872,25EC372,ECE,1,75.7,8.97,8.45,improving,0,88.8,79.9,22,62.4,,71.1,Not Eligible,0,0.062
STU-3517,25IT917,IT,1,76.9,8.61,9.11,declining,0,81.3,78.9,19,36.6,,78.3,Not Eligible,0,0.195
STU-8279,25CI279,Civil,1,73.3,8.96,9.33,declining,0,89.2,84.3,18,88.5,,96.6,Not Eligible,0,0.151
STU-3885,25EC385,ECE,1,71.5,7.94,8.34,declining,0,77.6,71.3,19,55.3,,90.2,Not Eligible,0,0.213
STU-4963,25EC563,ECE,1,79.6,7.49,7.41,stable,0,76.7,76.3,23,14.0,,69.6,Not Eligible,0,0.153
STU-1371,22CS571,CSE,8,80.5,8.28,7.88,improving,0,84.5,74.4,164,50.5,,63.0,Placed,0,0.077
STU-0834,25CS934,CSE,2,88.1,6.49,6.67,declining,0,69.4,93.0,42,46.6,Ongoing,44.4,Not Eligible,0,0.199
STU-0724,23CS824,CSE,6,77.2,8.34,8.2,stable,0,81.2,69.2,127,83.3,Ongoing,73.9,Eligible,0,0.116
STU-6812,24ME612,Mechanical,4,82.9,7.15,7.45,declining,0,71.5,69.4,86,75.0,,82.1,Not Eligible,0,0.239
STU-3767,25EC267,ECE,2,81.2,6.06,5.71,improving,0,57.5,79.0,42,73.3,Ongoing,62.8,Not Eligible,0,0.105
STU-8082,23CI982,Civil,6,80.7,7.57,7.84,declining,0,69.8,81.7,127,64.3,,73.5,Eligible,0,0.08
STU-0646,22CS746,CSE,8,86.4,7.27,7.15,stable,1,73.8,84.2,160,32.0,Completed,70.4,Not Eligible,0,0.178
STU-3091,25IT491,IT,1,95.9,8.02,8.29,declining,0,82.4,87.7,23,42.7,,63.8,Not Eligible,0,0.126
STU-8224,23CI224,Civil,6,77.7,6.06,5.64,improving,0,65.8,79.8,128,82.5,Completed,66.0,In Process,0,0.131
STU-1241,22CS441,CSE,7,99.0,6.35,5.89,improving,0,62.5,98.3,147,66.4,,74.6,In Process,0,0.162
STU-5559,23EE259,EEE,6,72.3,7.63,7.68,stable,0,75.7,65.6,127,38.4,,71.3,Eligible,0,0.122
STU-0491,24CS591,CSE,4,80.8,6.76,7.0,declining,0,70.6,83.4,80,39.1,,57.7,Not Eligible,0,0.14
STU-3176,22IT576,IT,7,95.4,6.78,6.18,improving,0,73.4,80.4,149,18.4,,68.5,Placed,0,0.166
STU-2634,25IT934,IT,1,79.6,8.98,9.11,stable,1,89.4,82.0,18,72.9,,84.7,Not Eligible,0,0.133
STU-6348,22ME148,Mechanical,7,91.5,8.22,8.17,stable,0,74.8,96.0,147,98.0,Completed,77.4,Placed,0,0.057
STU-4987,25EC587,ECE,2,87.3,6.76,7.03,declining,0,68.0,83.2,44,68.8,,54.6,Not Eligible,0,0.106
STU-5387,23EE987,EEE,5,85.4,8.3,8.93,declining,0,79.5,89.0,106,44.4,Completed,75.8,Eligible,0,0.296
STU-0301,25CS401,CSE,1,89.5,6.3,6.49,declining,0,62.5,86.7,19,70.3,,57.8,Not Eligible,0,0.1
STU-5610,24EE310,EEE,4,95.2,7.71,7.75,stable,0,72.5,94.8,84,53.8,,47.7,Not Eligible,0,0.087
STU-7597,22CI497,Civil,7,80.7,5.91,5.81,stable,0,54.1,83.1,149,55.5,,64.0,Not Eligible,0,0.211
STU-0563,25CS663,CSE,2,89.4,9.9,9.89,stable,0,98.0,86.0,40,37.1,,98.0,Not Eligible,0,0.138
STU-6209,24EE909,EEE,3,78.9,7.62,7.9,declining,0,72.8,79.1,64,24.1,,28.7,Not Eligible,0,0.212
STU-4732,23EC332,ECE,6,82.0,7.44,7.17,improving,0,66.3,80.9,126,77.3,,75.0,Eligible,0,0.037
STU-7667,24CI567,Civil,3,78.9,7.46,7.48,stable,0,73.7,83.0,65,27.8,,69.3,Not Eligible,0,0.096
STU-3239,24IT639,IT,3,80.5,7.66,7.93,declining,0,82.9,83.1,65,25.4,,76.3,Not Eligible,0,0.159
STU-2503,23IT803,IT,5,78.2,8.68,8.9,declining,0,81.4,79.3,105,22.1,Ongoing,82.1,Eligible,0,0.369
STU-4625,23EC225,ECE,6,88.8,8.87,8.99,stable,0,82.3,84.6,128,23.8,Completed,83.1,Eligible,0,0.148
STU-3090,22IT490,IT,8,87.3,8.22,8.57,declining,0,77.9,80.8,168,47.5,Completed,80.8,Placed,0,0.173
STU-4876,22EC476,ECE,7,76.6,8.15,8.75,declining,0,79.9,81.0,149,40.4,Completed,65.9,Placed,0,0.139
STU-6941,25ME741,Mechanical,2,83.5,7.39,7.5,stable,0,77.6,85.4,43,60.1,,80.8,Not Eligible,0,0.098
STU-6883,23ME683,Mechanical,5,67.9,5.59,5.93,declining,2,53.4,69.5,95,58.0,Completed,55.9,In Process,1,0.871
STU-0352,22CS452,CSE,7,83.8,7.43,7.14,improving,0,87.3,87.2,147,78.3,,52.5,Placed,0,0.196
STU-3321,24IT721,IT,4,86.8,6.42,6.67,declining,0,70.4,78.2,86,42.3,,46.6,Not Eligible,0,0.084
STU-7363,24ME263,Mechanical,4,91.5,6.97,7.2,declining,0,64.9,92.0,84,65.6,,51.2,Not Eligible,0,0.134
STU-0248,22CS348,CSE,8,87.1,8.43,7.71,improving,0,86.5,81.9,164,63.1,Completed,65.9,Placed,0,0.072
STU-5253,23EE853,EEE,5,69.9,7.53,7.22,improving,0,82.7,69.4,106,32.9,,68.4,Eligible,0,0.109
STU-5695,23EE395,EEE,5,90.7,6.85,6.76,stable,0,72.6,92.4,105,45.4,,62.0,Eligible,0,0.119
STU-4899,23EC499,ECE,5,76.4,7.32,7.0,improving,0,73.5,73.5,105,59.1,,82.8,Eligible,0,0.027
STU-3816,24EC316,ECE,4,98.9,8.02,7.54,improving,0,71.0,86.6,82,52.2,,86.7,Not Eligible,0,0.07
STU-5746,25EE446,EEE,2,75.7,7.63,8.63,declining,2,77.2,78.3,34,98.0,,77.2,Not Eligible,1,0.687
STU-5366,25EE966,EEE,2,84.3,7.19,6.84,improving,0,70.9,74.4,44,45.4,,67.6,Not Eligible,0,0.126
STU-6746,22ME546,Mechanical,8,82.6,6.87,6.83,stable,0,67.9,81.8,164,98.0,,58.7,In Process,0,0.097
STU-4594,23EC194,ECE,6,83.0,7.65,7.79,stable,0,77.5,81.4,127,51.3,Completed,75.0,Eligible,0,0.078
STU-4077,25EC577,ECE,2,76.7,8.51,8.44,stable,0,82.7,75.3,38,60.3,,65.8,Not Eligible,0,0.056
STU-2699,25IT999,IT,1,87.5,7.51,7.1,improving,0,68.5,86.3,23,54.7,,97.4,Not Eligible,0,0.146
STU-7929,25CI829,Civil,1,77.5,7.46,7.31,improving,0,77.4,78.0,21,85.1,,62.1,Not Eligible,0,0.121
STU-5324,25EE924,EEE,2,82.1,7.94,7.93,stable,0,83.7,85.4,40,59.3,,72.1,Not Eligible,0,0.05
STU-2072,24CS372,CSE,4,78.9,9.03,8.47,improving,0,91.7,79.1,86,60.3,,81.6,Not Eligible,0,0.148
STU-4441,23EC941,ECE,5,82.1,7.06,7.35,declining,0,74.5,82.0,107,69.1,,61.0,Eligible,0,0.174
STU-3827,25EC327,ECE,2,77.4,8.36,8.44,stable,0,84.9,75.3,40,60.0,,80.5,Not Eligible,0,0.088
STU-8188,24CI188,Civil,3,84.2,7.52,7.07,improving,0,75.2,75.8,64,97.7,Ongoing,79.8,Not Eligible,0,0.074
STU-0606,24CS706,CSE,4,93.4,8.46,9.36,declining,0,84.0,87.2,84,58.3,,94.3,Not Eligible,0,0.155
STU-8371,23CI371,Civil,5,67.4,7.22,7.11,stable,0,84.6,64.2,101,29.7,Completed,79.0,Eligible,0,0.145
STU-3084,22IT484,IT,7,74.0,7.94,8.17,declining,0,94.2,83.1,148,76.3,Completed,64.7,Placed,0,0.176
STU-4513,22EC113,ECE,8,82.2,9.05,8.86,improving,0,88.5,88.9,169,38.6,,74.4,Placed,0,0.127
STU-0849,24CS949,CSE,4,89.8,7.2,6.92,improving,0,72.5,83.1,84,41.4,,64.9,Not Eligible,0,0.067
STU-1811,23CS111,CSE,6,74.2,7.77,7.23,improving,1,76.0,63.0,124,81.4,Ongoing,87.4,In Process,0,0.208
STU-3673,25EC173,ECE,2,81.8,7.24,7.31,stable,0,68.6,76.9,44,50.7,,63.5,Not Eligible,0,0.137
STU-3228,24IT628,IT,4,87.8,8.67,8.4,improving,0,80.9,78.3,80,24.3,,87.1,Not Eligible,0,0.183
STU-2071,23CS371,CSE,6,79.2,8.54,8.47,stable,0,83.1,71.8,124,63.6,Completed,69.2,Eligible,0,0.092
STU-5273,23EE873,EEE,6,80.5,7.52,7.51,stable,0,73.9,80.1,124,80.2,Completed,78.1,Eligible,0,0.089
STU-5641,25EE341,EEE,1,66.6,8.4,8.17,improving,0,84.9,66.3,19,31.3,,79.5,Not Eligible,0,0.135
STU-7790,23CI690,Civil,5,75.3,7.11,7.37,declining,0,81.9,66.7,107,73.2,Ongoing,67.9,Eligible,0,0.14
STU-3754,22EC254,ECE,8,79.7,7.74,7.78,stable,0,75.8,86.0,168,80.2,Completed,68.9,Placed,0,0.051
STU-2567,23IT867,IT,6,65.7,7.56,8.03,declining,0,79.1,60.9,128,83.6,Completed,72.3,Eligible,1,0.513
STU-2375,24IT675,IT,4,94.9,8.13,8.04,stable,0,84.7,89.7,85,72.3,,97.9,Not Eligible,0,0.073
STU-5882,24EE582,EEE,3,80.1,8.16,7.76,improving,0,88.8,90.8,59,95.8,,57.7,Not Eligible,0,0.117
STU-5069,24EC669,ECE,3,75.2,8.34,8.87,declining,0,84.1,74.0,65,52.7,,88.3,Not Eligible,0,0.266
STU-2438,25IT738,IT,1,84.2,6.67,6.2,improving,2,74.5,71.1,18,76.1,,60.5,Not Eligible,0,0.232
STU-4293,25EC793,ECE,1,74.0,9.95,9.42,improving,0,99.0,71.9,19,65.5,,98.0,Not Eligible,0,0.088
STU-3984,25EC484,ECE,1,91.0,8.69,8.32,improving,0,96.5,92.9,22,92.9,,88.3,Not Eligible,0,0.117
STU-7054,24ME854,Mechanical,3,86.9,8.41,7.83,improving,0,84.7,88.4,65,62.1,,80.5,Not Eligible,0,0.044
STU-1920,24CS220,CSE,4,81.1,8.36,8.62,declining,0,78.1,80.3,82,79.9,,85.1,Not Eligible,0,0.221
STU-4934,25EC534,ECE,1,92.0,7.88,7.5,improving,0,80.8,83.2,18,5.2,,78.2,Not Eligible,0,0.118
STU-1604,24CS804,CSE,3,87.2,9.34,9.41,stable,0,86.6,93.0,61,67.6,,81.7,Not Eligible,0,0.098
STU-0677,25CS777,CSE,1,95.2,6.83,7.22,declining,0,60.4,99.8,18,89.3,,82.2,Not Eligible,0,0.247
STU-0496,24CS596,CSE,3,81.1,9.53,10.0,declining,0,90.2,75.2,65,57.7,,82.9,Not Eligible,0,0.123
STU-1254,25CS454,CSE,1,83.1,9.19,9.86,declining,0,83.2,78.9,19,78.6,,87.1,Not Eligible,0,0.197
STU-6488,25ME288,Mechanical,1,79.7,7.4,7.85,declining,1,81.5,80.6,18,80.8,,89.5,Not Eligible,0,0.361
STU-1357,22CS557,CSE,8,88.8,7.03,7.2,declining,0,73.7,85.4,164,45.3,,56.7,In Process,0,0.136
STU-5289,23EE889,EEE,5,73.4,7.4,7.37,stable,0,71.6,72.0,101,26.5,,63.1,Eligible,0,0.142
STU-5992,24EE692,EEE,3,73.9,7.22,6.37,improving,0,79.2,68.8,63,47.5,,53.6,Not Eligible,0,0.081
STU-0111,24CS211,CSE,3,95.5,9.95,9.91,stable,0,99.0,91.1,65,79.6,,89.9,Not Eligible,0,0.103
STU-2441,24IT741,IT,3,67.8,6.3,5.87,improving,0,62.1,80.8,63,57.6,Ongoing,39.1,Not Eligible,0,0.191
STU-5587,25EE287,EEE,1,69.1,7.99,8.05,stable,0,86.8,75.2,22,34.6,,80.1,Not Eligible,0,0.208
STU-4819,22EC419,ECE,8,89.7,9.13,9.19,stable,0,90.7,97.7,170,55.8,Completed,88.4,Placed,0,0.075
STU-1952,25CS252,CSE,2,86.3,9.04,9.58,declining,0,86.5,84.3,44,50.1,Ongoing,69.1,Not Eligible,0,0.28
STU-4615,23EC215,ECE,6,74.6,7.93,7.75,improving,0,74.1,76.4,128,45.8,Completed,75.4,Eligible,0,0.11
STU-5353,23EE953,EEE,6,85.4,6.36,6.38,stable,0,65.9,81.7,128,44.4,,71.6,In Process,0,0.109
STU-5052,25EC652,ECE,2,85.7,6.16,5.9,improving,0,65.7,81.9,44,75.5,,42.5,Not Eligible,0,0.089
STU-7591,23CI491,Civil,5,75.8,6.14,5.59,improving,0,65.0,75.4,103,71.5,,71.6,In Process,0,0.129
STU-2300,24IT600,IT,4,92.2,5.45,4.88,improving,0,49.3,92.1,82,75.8,,64.6,Not Eligible,0,0.354
STU-4245,22EC745,ECE,7,91.5,9.95,9.78,improving,0,99.0,86.9,145,79.7,Completed,90.1,Placed,0,0.082
STU-8349,23CI349,Civil,5,68.9,8.77,8.09,improving,0,88.0,74.8,101,54.7,Completed,98.0,Eligible,0,0.163
STU-5349,24EE949,EEE,3,74.1,8.63,8.71,stable,0,84.0,80.3,61,52.0,,87.1,Not Eligible,0,0.093
STU-1138,24CS338,CSE,4,93.8,7.33,6.88,improving,0,75.9,88.9,84,51.1,Ongoing,73.3,Not Eligible,0,0.089
STU-2895,25IT295,IT,1,89.0,8.61,8.27,improving,0,80.2,78.4,19,51.6,,79.3,Not Eligible,0,0.144
STU-2391,25IT691,IT,1,82.8,6.81,6.94,stable,2,64.5,88.2,18,46.4,,80.9,Not Eligible,0,0.206
STU-1033,25CS233,CSE,2,92.2,8.76,8.74,stable,0,86.2,81.5,40,57.6,,73.5,Not Eligible,0,0.129
STU-0597,23CS697,CSE,6,87.3,6.89,6.31,improving,0,70.1,74.2,122,70.2,Completed,54.8,Eligible,0,0.079
STU-3773,23EC273,ECE,6,85.5,7.76,7.85,stable,0,78.3,91.9,124,64.0,Ongoing,78.8,Eligible,0,0.098
STU-7336,24ME236,Mechanical,3,79.8,6.2,6.77,declining,0,67.2,83.6,59,64.5,,62.9,Not Eligible,0,0.195
STU-0698,23CS798,CSE,5,80.8,6.96,7.19,declining,1,65.7,73.8,99,39.8,,68.5,In Process,0,0.137
STU-4388,23EC888,ECE,6,95.0,7.9,8.05,declining,0,81.0,90.2,126,86.4,Completed,69.6,Eligible,0,0.127
STU-4030,22EC530,ECE,7,82.1,8.97,9.19,declining,0,91.7,88.6,145,62.6,,98.0,Placed,0,0.07
STU-2903,24IT303,IT,3,82.7,7.75,7.52,improving,0,77.5,90.6,64,51.5,,81.0,Not Eligible,0,0.099
STU-1459,25CS659,CSE,2,77.9,8.45,8.4,stable,0,80.4,89.1,43,31.9,,77.2,Not Eligible,0,0.059
STU-2771,24IT171,IT,3,76.4,8.77,8.67,stable,0,78.8,76.7,63,77.8,,91.4,Not Eligible,0,0.088
STU-3981,23EC481,ECE,6,77.3,7.89,7.8,stable,0,81.5,69.7,128,27.4,,61.4,Eligible,0,0.117
STU-2290,22IT590,IT,8,97.4,7.13,7.02,stable,0,79.3,88.3,166,58.1,Completed,72.1,In Process,0,0.134
STU-2819,23IT219,IT,5,70.3,7.72,7.4,improving,0,78.9,61.4,103,37.9,Completed,69.2,Eligible,0,0.163
STU-4645,25EC245,ECE,2,77.3,8.72,8.85,stable,0,85.5,83.6,40,78.8,,67.2,Not Eligible,0,0.085
STU-6651,24ME451,Mechanical,4,63.9,5.23,4.9,improving,2,49.2,60.5,72,64.8,Ongoing,54.4,Not Eligible,1,0.916
STU-6766,25ME566,Mechanical,1,70.4,8.29,8.24,stable,0,81.4,72.8,21,75.9,,36.3,Not Eligible,0,0.236
STU-0452,23CS552,CSE,5,99.0,8.66,9.12,declining,0,86.8,93.2,101,45.7,Completed,76.2,Eligible,0,0.183
STU-1120,25CS320,CSE,1,86.3,7.88,8.44,declining,0,73.7,90.0,23,61.3,,86.6,Not Eligible,0,0.228
STU-1244,22CS444,CSE,7,87.7,8.36,8.58,declining,0,79.7,82.6,149,26.9,Completed,76.2,Placed,0,0.099
STU-5454,25EE154,EEE,1,88.5,7.62,7.9,declining,0,71.0,89.6,21,98.0,,60.9,Not Eligible,0,0.096
STU-5130,25EC730,ECE,2,87.0,8.87,8.14,improving,0,94.2,76.4,42,53.1,,88.7,Not Eligible,0,0.092
STU-4289,24EC789,ECE,3,85.9,6.73,6.83,stable,0,78.1,78.9,64,34.5,Ongoing,53.6,Not Eligible,0,0.077
STU-4983,22EC583,ECE,7,73.1,8.12,8.13,stable,0,81.9,70.2,149,39.3,Completed,61.4,Placed,0,0.135
STU-4033,22EC533,ECE,8,78.4,7.86,7.73,stable,0,89.1,84.5,166,94.1,Ongoing,76.3,Placed,0,0.09
STU-6483,22ME283,Mechanical,8,73.3,7.43,7.92,declining,0,75.6,72.4,164,73.3,,70.3,In Process,0,0.241
STU-4013,23EC513,ECE,5,78.3,8.52,7.85,improving,0,82.0,71.9,107,85.9,,93.1,Eligible,0,0.074
STU-2936,22IT336,IT,7,88.6,8.68,8.35,improving,0,96.1,88.3,149,76.2,Completed,89.0,Placed,0,0.063
STU-1588,24CS788,CSE,4,98.4,9.02,8.82,improving,0,82.0,87.2,80,84.4,,98.0,Not Eligible,0,0.077
STU-0725,23CS825,CSE,5,80.6,7.3,6.97,improving,0,81.8,81.6,101,65.8,Ongoing,98.0,Eligible,0,0.109
STU-2165,25IT465,IT,2,93.8,6.21,5.63,improving,1,60.6,80.5,36,55.2,,71.3,Not Eligible,0,0.344
STU-6394,25ME194,Mechanical,1,74.2,7.55,7.12,improving,0,71.9,66.2,21,27.9,,67.8,Not Eligible,0,0.095
STU-3544,23EC944,ECE,5,80.0,8.8,8.86,stable,0,87.6,89.6,103,27.5,Completed,81.7,Eligible,0,0.101
STU-1034,25CS234,CSE,1,76.0,8.64,8.31,improving,0,85.9,80.2,19,54.0,,81.5,Not Eligible,0,0.106
STU-0568,24CS668,CSE,4,94.4,7.97,8.41,declining,0,76.3,97.3,84,92.0,,64.4,Not Eligible,0,0.15
STU-4516,25EC116,ECE,2,83.5,7.94,7.99,stable,0,80.5,80.8,38,54.8,,81.3,Not Eligible,0,0.115
STU-4953,23EC553,ECE,6,72.1,7.48,7.43,stable,0,74.3,64.1,126,53.7,,79.9,Eligible,0,0.113
STU-7073,25ME873,Mechanical,1,83.5,7.47,7.43,stable,2,71.9,96.2,18,50.0,,69.0,Not Eligible,0,0.443
STU-7459,25ME359,Mechanical,2,78.6,7.56,7.6,stable,0,69.7,68.2,40,50.7,,77.0,Not Eligible,0,0.088
STU-2069,25CS369,CSE,2,80.0,7.59,7.1,improving,0,75.6,86.5,44,98.0,,74.9,Not Eligible,0,0.1
STU-3855,25EC355,ECE,1,85.2,9.47,9.44,stable,0,97.5,79.1,18,33.7,Ongoing,98.0,Not Eligible,0,0.216
